,agents,dep,i,lemma,lex,neg,patients,pos,sent_i,t,text
485,,pobj,485,gray,"NRCw_Em_disgust,NRCw_Em_sadness",False,,ADJ,476,480.0,gray
486,,punct,486,",",,False,,PUNCT,476,,","
487,,prep,487,with,,False,,ADP,476,,with
488,,det,488,a,,False,,DET,476,,a
489,,amod,489,great,,False,,ADJ,476,,great
490,,pobj,490,iron,"NRCw_Em_trust,NRCw_Em_positive",False,,NOUN,476,480.0,iron
491,,prep,491,on,,False,,ADP,476,,on
492,,pobj,492,-PRON-,,False,,NOUN,476,,his leg
493,,punct,493,.,,False,,PUNCT,476,,.
494,,det,494,a,,False,,DET,494,,A
495,,ROOT,495,man,,False,,NOUN,494,,man
496,,prep,496,with,,False,,ADP,494,,with
497,,det,497,no,,False,,DET,494,,no
498,,pobj,498,hat,,False,,NOUN,494,,hat
499,,punct,499,",",,False,,PUNCT,494,,","
500,,cc,500,and,,False,,CCONJ,494,,and
501,,conj,501,with,,False,,ADP,494,,with
502,,amod,502,broken,"NRCw_Em_negative,NRCw_Em_anger,NRCw_Em_fear,NRCw_Em_sadness",False,,ADJ,494,495.0,broken
503,,pobj,503,shoe,,False,,NOUN,494,,shoes
504,,punct,504,",",,False,,PUNCT,494,,","
505,,cc,505,and,,False,,CCONJ,494,,and
506,,conj,506,with,,False,,ADP,494,,with
507,,det,507,an,,False,,DET,494,,an
508,,amod,508,old,,False,,ADJ,494,,old
509,,nsubj,509,rag,,False,,NOUN,494,,rag
510,,pcomp,510,tie,,False,,VERB,494,,tied
511,,prep,511,round,,False,,ADP,494,,round
512,,pobj,512,-PRON-,,False,,NOUN,494,,his head
513,,punct,513,.,,False,,PUNCT,494,,.
514,,det,514,a,,False,,DET,514,,A
515,,ROOT,515,man,,False,,NOUN,514,,man
516,,nsubjpass,516,who,,False,,PRON,514,,who
517,,aux,517,have,,False,,VERB,514,,had
518,,auxpass,518,be,,False,,VERB,514,,been
519,,relcl,519,soak,NRCw_Em_negative,False,,VERB,514,519.0,soaked
520,,prep,520,in,,False,,ADP,514,,in
521,,pobj,521,water,,False,,NOUN,514,,water
522,,punct,522,",",,False,,PUNCT,514,,","
523,,cc,523,and,,False,,CCONJ,514,,and
524,,conj,524,smother,"NRCw_Em_negative,NRCw_Em_anger",False,,VERB,514,519.0,smothered
525,,prep,525,in,,False,,ADP,514,,in
526,,pobj,526,mud,NRCw_Em_negative,False,,NOUN,514,519.0,mud
527,,punct,527,",",,False,,PUNCT,514,,","
528,,cc,528,and,,False,,CCONJ,514,,and
529,,conj,529,lam,,False,,VERB,514,,lamed
530,,agent,530,by,,False,,ADP,514,,by
531,,pobj,531,stone,"NRCw_Em_negative,NRCw_Em_anger",False,,NOUN,514,530.0,stones
532,,punct,532,",",,False,,PUNCT,514,,","
533,,cc,533,and,,False,,CCONJ,514,,and
534,,conj,534,cut,,False,,VERB,514,,cut
535,,agent,535,by,,False,,ADP,514,,by
536,,pobj,536,flint,,False,,NOUN,514,,flints
537,,punct,537,",",,False,,PUNCT,514,,","
538,,cc,538,and,,False,,CCONJ,514,,and
539,,conj,539,sting,"NRCw_Em_negative,NRCw_Em_anger,NRCw_Em_fear",False,,VERB,514,519.0,stung
540,,agent,540,by,,False,,ADP,514,,by
541,,pobj,541,nettle,"NRCw_Em_negative,NRCw_Em_disgust,NRCw_Em_anger",False,,NOUN,514,540.0,nettles
542,,punct,542,",",,False,,PUNCT,514,,","
543,,cc,543,and,,False,,CCONJ,514,,and
544,,conj,544,tear,NRCw_Em_negative,False,,VERB,514,519.0,torn
545,,agent,545,by,,False,,ADP,514,,by
546,,pobj,546,briar,,False,,NOUN,514,,briars
547,,punct,547,;,,False,,PUNCT,514,,;
548,,nsubj,548,who,,False,,PRON,514,,who
549,,conj,549,limp,NRCw_Em_negative,False,,VERB,514,519.0,limped
550,,punct,550,",",,False,,PUNCT,514,,","
551,,cc,551,and,,False,,CCONJ,514,,and
552,,conj,552,shiver,"NRCw_Em_anger,NRCw_Em_fear,NRCw_Em_sadness,NRCw_Em_anticipation,NRCw_Em_negative",False,,VERB,514,519.0,shivered
553,,punct,553,",",,False,,PUNCT,514,,","
554,,cc,554,and,,False,,CCONJ,514,,and
555,,conj,555,glare,"NRCw_Em_negative,NRCw_Em_anger,NRCw_Em_fear",False,,VERB,514,519.0,glared
556,,punct,556,",",,False,,PUNCT,514,,","
557,,cc,557,and,,False,,CCONJ,514,,and
558,,conj,558,growl,"NRCw_Em_negative,NRCw_Em_anger,NRCw_Em_fear",False,,VERB,514,519.0,growled
559,,punct,559,;,,False,,PUNCT,514,,;
560,,cc,560,and,,False,,CCONJ,514,,and
561,,nsubj,561,whose,,False,,NOUN,514,,whose teeth
562,,conj,562,chatter,,False,,VERB,514,,chattered
563,,prep,563,in,,False,,ADP,514,,in
564,,pobj,564,-PRON-,,False,,NOUN,514,,his head
565,,mark,565,as,,False,,ADP,514,,as
566,,nsubj,566,-PRON-,,False,,PRON,514,,he
567,,advcl,567,seize,"NRCw_Em_negative,NRCw_Em_fear",False,me,VERB,514,519.0,seized
568,,dobj,568,-PRON-,,False,,PRON,514,567.0,me
569,,prep,569,by,,False,,ADP,514,,by
570,,det,570,the,,False,,DET,514,,the
571,,pobj,571,chin,,False,,NOUN,514,,chin
572,,punct,572,.,,False,,PUNCT,514,,.
573,,,573,"
",,False,,SPACE,514,,"
"
574,,ROOT,574,"""",,False,,PUNCT,574,,""""
575,,ROOT,575,oh,,False,,INTJ,575,,Oh
576,,punct,576,!,,False,,PUNCT,575,,!
577,,aux,577,do,,False,,VERB,577,,Do
578,,neg,578,not,,False,,ADV,577,,n't
579,,advcl,579,cut,,True,,VERB,577,,cut
580,,dobj,580,-PRON-,,False,,NOUN,577,,my throat
581,,punct,581,",",,False,,PUNCT,577,,","
582,,npadvmod,582,sir,"NRCw_Em_trust,NRCw_Em_positive",False,,NOUN,577,582.0,sir
583,,punct,583,",",,False,,PUNCT,577,,","
584,,punct,584,"""",,False,,PUNCT,577,,""""
585,,nsubj,585,-PRON-,,False,,PRON,577,586.0,I
586,sir,ROOT,586,plead,,False,,VERB,577,,pleaded
587,,prep,587,in,,False,,ADP,577,,in
588,sir,pobj,588,terror,"NRCw_Em_negative,NRCw_Em_fear",False,,NOUN,577,586.0,terror
589,,punct,589,.,,False,,PUNCT,577,,.
590,,ROOT,590,"""",,False,,PUNCT,590,,""""
591,,intj,591,Pray,"NRCw_Em_fear,NRCw_Em_surprise,NRCw_Em_anticipation,NRCw_Em_joy,NRCw_Em_trust,NRCw_Em_positive",False,,PROPN,591,591.0,Pray
592,,aux,592,do,,False,,VERB,591,,do
593,,neg,593,not,,False,,ADV,591,,n't
594,,ROOT,594,do,,True,,VERB,591,,do
595,,dobj,595,-PRON-,,False,,PRON,591,594.0,it
596,,punct,596,",",,False,,PUNCT,591,,","
597,,npadvmod,597,sir,"NRCw_Em_trust,NRCw_Em_positive",False,,NOUN,591,597.0,sir
598,,punct,598,.,,False,,PUNCT,591,,.
599,,punct,599,"""",,False,,PUNCT,591,,""""
600,,,600,"
",,False,,SPACE,591,,"
"
601,,punct,601,"""",,False,,PUNCT,601,,""""
602,,ccomp,602,tell,,False,,VERB,601,,Tell
603,,dative,603,-PRON-,,False,,PRON,601,,us
604,,dobj,604,-PRON-,,False,,NOUN,601,,your name
605,,punct,605,!,,False,,PUNCT,601,,!
606,,punct,606,"""",,False,,PUNCT,601,,""""
607,sir,ROOT,607,say,,False,,VERB,601,,said
608,,det,608,the,,False,,DET,601,,the
609,,nsubj,609,man,,False,,NOUN,601,607.0,man
610,,punct,610,.,,False,,PUNCT,601,,.
611,,ROOT,611,"""",,False,,PUNCT,611,,""""
612,,ROOT,612,quick,,False,,ADJ,612,,Quick
613,,punct,613,!,,False,,PUNCT,612,,!
614,,punct,614,"""",,False,,PUNCT,614,,""""
615,,,615,"
",,False,,SPACE,614,,"
"
616,,punct,616,"""",,False,,PUNCT,614,,""""
617,,ROOT,617,Pip,,False,,PROPN,614,,Pip
618,,punct,618,",",,False,,PUNCT,614,,","
619,,npadvmod,619,sir,"NRCw_Em_trust,NRCw_Em_positive",False,,NOUN,614,619.0,sir
620,,punct,620,.,,False,,PUNCT,614,,.
621,,punct,621,"""",,False,,PUNCT,614,,""""
622,,,622,"
",,False,,SPACE,614,,"
"
623,,punct,623,"""",,False,,PUNCT,623,,""""
624,,advmod,624,once,,False,,ADV,623,,Once
625,,ccomp,625,more,,False,,ADV,623,,more
626,,punct,626,",",,False,,PUNCT,623,,","
627,,punct,627,"""",,False,,PUNCT,623,,""""
628,,ROOT,628,say,,False,,VERB,623,,said
629,,det,629,the,,False,,DET,623,,the
630,,nsubj,630,man,,False,,NOUN,623,,man
631,,punct,631,",",,False,,PUNCT,623,,","
632,,acl,632,star,"NRCw_Em_anticipation,NRCw_Em_negative,NRCw_Em_trust,NRCw_Em_joy,NRCw_Em_positive",False,me,VERB,623,630.0,staring
633,,prep,633,at,,False,,ADP,623,,at
634,,pobj,634,-PRON-,,False,,PRON,623,632.0,me
635,,punct,635,.,,False,,PUNCT,623,,.
636,,ROOT,636,"""",,False,,PUNCT,636,,""""
637,,ROOT,637,give,,False,,VERB,637,,Give
638,,dative,638,-PRON-,,False,,PRON,637,638.0,it
639,,dobj,639,mouth,NRCw_Em_surprise,False,,NOUN,637,637.0,mouth
640,,punct,640,!,,False,,PUNCT,637,,!
641,,punct,641,"""",,False,,PUNCT,641,,""""
642,,,642,"
",,False,,SPACE,641,,"
"
643,,punct,643,"""",,False,,PUNCT,641,,""""
644,,ROOT,644,pip,,False,,ADV,641,,Pip
645,,punct,645,.,,False,,PUNCT,641,,.
646,,ROOT,646,pip,,False,,ADV,646,,Pip
647,,punct,647,",",,False,,PUNCT,646,,","
648,,npadvmod,648,sir,"NRCw_Em_trust,NRCw_Em_positive",False,,NOUN,646,648.0,sir
649,,punct,649,.,,False,,PUNCT,646,,.
650,,ROOT,650,"""",,False,,PUNCT,650,,""""
651,,,651,"
",,False,,SPACE,650,,"
"
652,,punct,652,"""",,False,,PUNCT,652,,""""
653,,ccomp,653,show,NRCw_Em_trust,False,,VERB,652,653.0,Show
654,,dobj,654,-PRON-,,False,,PRON,652,,us
655,,advmod,655,where,,False,,ADV,652,,where
656,,nsubj,656,-PRON-,,False,,PRON,652,,you
657,,ccomp,657,live,,False,,VERB,652,,live
658,,punct,658,",",,False,,PUNCT,652,,","
659,,punct,659,"""",,False,,PUNCT,652,,""""
660,sir,ROOT,660,say,,False,,VERB,652,,said
661,,det,661,the,,False,,DET,652,,the
662,,nsubj,662,man,,False,,NOUN,652,660.0,man
663,,punct,663,.,,False,,PUNCT,652,,.
664,,ROOT,664,"""",,False,,PUNCT,664,,""""
665,,ROOT,665,pint,,False,,VERB,665,,Pint
666,,prt,666,out,,False,,PART,665,,out the
667,,dobj,667,place,,False,,NOUN,665,,place
668,,punct,668,!,,False,,PUNCT,665,,!
669,,punct,669,"""",,False,,PUNCT,669,,""""
670,,,670,"
",,False,,SPACE,669,,"
"
671,,nsubj,671,-PRON-,,False,,PRON,669,672.0,I
672,I,ROOT,672,point,,False,,VERB,669,,pointed
673,,prep,673,to,,False,,ADP,669,,to
674,,advmod,674,where,,False,,ADV,669,,where
675,,nsubj,675,-PRON-,,False,,NOUN,669,,our village
676,,pcomp,676,lie,"NRCw_Em_negative,NRCw_Em_disgust,NRCw_Em_anger,NRCw_Em_sadness",False,,VERB,669,676.0,lay
677,,punct,677,",",,False,,PUNCT,669,,","
678,,prep,678,on,,False,,ADP,669,,on
679,,det,679,the,,False,,DET,669,,the
680,,amod,680,flat,,False,,ADJ,669,,flat
681,,compound,681,in,,False,,ADP,669,,in-
682,,pobj,682,shore,,False,,NOUN,669,,shore
683,,prep,683,among,,False,,ADP,669,,among
684,,det,684,the,,False,,DET,669,,the
685,,compound,685,ald,,False,,ADJ,669,,alder-
686,,pobj,686,tree,"NRCw_Em_anger,NRCw_Em_surprise,NRCw_Em_anticipation,NRCw_Em_joy,NRCw_Em_trust,NRCw_Em_disgust,NRCw_Em_positive",False,,NOUN,669,676.0,trees
687,,cc,687,and,,False,,CCONJ,669,,and
688,,conj,688,pollard,,False,,NOUN,669,,pollards
689,,punct,689,",",,False,,PUNCT,669,,","
690,,dep,690,a,,False,,NOUN,669,,a mile
691,,cc,691,or,,False,,CCONJ,669,,or
692,,nummod,692,more,,False,,ADJ,669,,more
693,,prep,693,from,,False,,ADP,669,,from
694,,det,694,the,,False,,DET,669,,the
695,,pobj,695,church,"NRCw_Em_trust,NRCw_Em_anticipation,NRCw_Em_joy,NRCw_Em_positive",False,,NOUN,669,690.0,church
696,,punct,696,.,,False,,PUNCT,669,,.
697,,,697,"
",,False,,SPACE,669,,"
"
698,,det,698,the,,False,,DET,698,,The
699,,nsubj,699,man,,False,,NOUN,698,709.0,man
700,,punct,700,",",,False,,PUNCT,698,,","
701,,prep,701,after,,False,,ADP,698,,after
702,,pcomp,702,look,,False,,VERB,698,,looking
703,,prep,703,at,,False,,ADP,698,,at
704,,pobj,704,-PRON-,,False,,PRON,698,702.0,me
705,,prep,705,for,,False,,ADP,698,,for
706,,det,706,a,,False,,DET,698,,a
707,,pobj,707,moment,,False,,NOUN,698,,moment
708,,punct,708,",",,False,,PUNCT,698,,","
709,sir,ROOT,709,turn,,False,,VERB,698,,turned
710,,dobj,710,-PRON-,,False,,PRON,698,709.0,me
711,,advmod,711,upside,,False,,ADV,698,,upside
712,,advmod,712,down,,False,,ADV,698,,down
713,,punct,713,",",,False,,PUNCT,698,,","
714,,cc,714,and,,False,,CCONJ,698,,and
715,,conj,715,empty,,False,,VERB,698,,emptied
716,,dobj,716,-PRON-,,False,,NOUN,698,,my pockets
717,,punct,717,.,,False,,PUNCT,698,,.
718,,expl,718,there,,False,,ADV,718,,There
719,,ROOT,719,be,,False,,VERB,718,,was
720,,attr,720,nothing,,False,,NOUN,718,,nothing
721,,prep,721,in,,False,,ADP,718,,in
722,,pobj,722,-PRON-,,False,,PRON,718,,them
723,,cc,723,but,,False,,CCONJ,718,,but
724,,det,724,a,,False,,DET,718,,a
725,,attr,725,piece,,False,,NOUN,718,719.0,piece
726,,prep,726,of,,False,,ADP,718,,of
727,,pobj,727,bread,,False,,NOUN,718,,bread
728,,punct,728,.,,False,,PUNCT,718,,.
729,,advmod,729,when,,False,,ADV,729,,When
730,,det,730,the,,False,,DET,729,,the
731,,nsubj,731,church,"NRCw_Em_trust,NRCw_Em_anticipation,NRCw_Em_joy,NRCw_Em_positive",False,,NOUN,729,731.0,church
732,church,advcl,732,come,,False,,VERB,729,,came
733,,prep,733,to,,False,,ADP,729,,to
734,,pobj,734,-PRON-,,False,,PRON,729,732.0,itself
735,,punct,735,",",,False,,PUNCT,729,,","
736,,mark,736,for,,False,,ADP,729,,for
737,,nsubj,737,-PRON-,,False,,PRON,729,738.0,he
738,sir,advcl,738,be,,False,,VERB,729,,was
739,,advmod,739,so,,False,,ADV,729,,so
740,,acomp,740,sudden,NRCw_Em_surprise,False,,ADJ,729,740.0,sudden
741,,cc,741,and,,False,,CCONJ,729,,and
742,,conj,742,strong,,False,,ADJ,729,,strong
743,,mark,743,that,,False,,ADP,729,,that
744,,nsubj,744,-PRON-,,False,,PRON,729,745.0,he
745,sir,ccomp,745,make,,False,,VERB,729,,made
746,,nsubj,746,-PRON-,,False,,PRON,729,747.0,it
747,piece,ccomp,747,go,,False,,VERB,729,,go
748,,npadvmod,748,head,,False,,NOUN,729,,head
749,,prep,749,over,,False,,ADP,729,,over
750,piece,pobj,750,heel,NRCw_Em_negative,False,me,NOUN,729,747.0,heels
751,,prep,751,before,,False,,ADP,729,,before
752,,pobj,752,-PRON-,,False,,PRON,729,750.0,me
753,,punct,753,",",,False,,PUNCT,729,,","
754,,cc,754,and,,False,,CCONJ,729,,and
755,,nsubj,755,-PRON-,,False,,PRON,729,756.0,I
756,I,conj,756,see,,False,,VERB,729,,saw
757,,det,757,the,,False,,DET,729,,the
758,,dobj,758,steeple,,False,,NOUN,729,,steeple
759,,prep,759,under,,False,,ADP,729,,under
760,,pobj,760,-PRON-,,False,,NOUN,729,,my feet
761,,punct,761,",",,False,,PUNCT,729,,","
762,,advmod,762,when,,False,,ADV,729,,when
763,,det,763,the,,False,,DET,729,,the
764,,nsubj,764,church,"NRCw_Em_trust,NRCw_Em_anticipation,NRCw_Em_joy,NRCw_Em_positive",False,,NOUN,729,764.0,church
765,church,advcl,765,come,,False,,VERB,729,,came
766,,prep,766,to,,False,,ADP,729,,to
767,,pobj,767,-PRON-,,False,,PRON,729,765.0,itself
768,,punct,768,",",,False,,PUNCT,729,,","
769,,nsubj,769,-PRON-,,False,,PRON,729,770.0,I
770,I,parataxis,770,say,,False,,VERB,729,,say
771,,punct,771,",",,False,,PUNCT,729,,","
772,,nsubjpass,772,-PRON-,,False,,PRON,729,774.0,I
773,,auxpass,773,be,,False,,VERB,729,,was
774,,ROOT,774,seat,,False,,VERB,729,,seated
775,,prep,775,on,,False,,ADP,729,,on
776,,det,776,a,,False,,DET,729,,a
777,,amod,777,high,,False,,ADJ,729,,high
778,,pobj,778,tombstone,,False,,NOUN,729,,tombstone
779,,punct,779,",",,False,,PUNCT,729,,","
780,,advcl,780,tremble,"NRCw_Em_negative,NRCw_Em_fear",False,,VERB,729,774.0,trembling
781,,mark,781,while,,False,,ADP,729,,while
782,,nsubj,782,-PRON-,,False,,PRON,729,783.0,he
783,sir,advcl,783,eat,NRCw_Em_positive,False,,VERB,729,783.0,ate
784,,det,784,the,,False,,DET,729,,the
785,,dobj,785,bread,,False,,NOUN,729,,bread
786,,advmod,786,ravenously,,False,,ADV,729,,ravenously
787,,punct,787,.,,False,,PUNCT,729,,.
788,,,788,"
",,False,,SPACE,729,,"
"
789,,punct,789,"""",,False,,PUNCT,789,,""""
790,,nmod,790,-PRON-,,False,,PRON,789,,You
791,,amod,791,young,"NRCw_Em_surprise,NRCw_Em_anticipation,NRCw_Em_joy,NRCw_Em_positive",False,,ADJ,789,792.0,young
792,,ccomp,792,dog,,False,,NOUN,789,,dog
793,,punct,793,",",,False,,PUNCT,789,,","
794,,punct,794,"""",,False,,PUNCT,789,,""""
795,sir,ROOT,795,say,,False,,VERB,789,,said
796,,det,796,the,,False,,DET,789,,the
797,,nsubj,797,man,,False,,NOUN,789,795.0,man
798,,punct,798,",",,False,,PUNCT,789,,","
799,sir,advcl,799,lick,"NRCw_Em_negative,NRCw_Em_disgust",False,,VERB,789,795.0,licking
800,,dobj,800,-PRON-,,False,,NOUN,789,,his lips
801,,punct,801,",",,False,,PUNCT,789,,","
802,,punct,802,"""",,False,,PUNCT,789,,""""
803,,det,803,what,,False,,PRON,789,,what
804,,amod,804,fat,"NRCw_Em_negative,NRCw_Em_disgust,NRCw_Em_sadness",False,,NOUN,789,805.0,fat
805,,ccomp,805,cheek,,False,,VERB,789,,cheeks
806,,nsubj,806,-PRON-,,False,,PRON,789,809.0,you
807,,intj,807,ha,,False,,INTJ,789,,ha
808,,punct,808,',,False,,PUNCT,789,,'
809,sir,ccomp,809,get,,False,,VERB,789,,got
810,,punct,810,.,,False,,PUNCT,789,,.
811,,ROOT,811,"""",,False,,PUNCT,811,,""""
812,,,812,"
",,False,,SPACE,811,,"
"
813,,nsubj,813,-PRON-,,False,,PRON,813,814.0,I
814,I,ROOT,814,believe,,False,,VERB,813,,believe
815,,nsubj,815,-PRON-,,False,,PRON,813,,they
816,,ccomp,816,be,,False,,VERB,813,,were
817,,acomp,817,fat,"NRCw_Em_negative,NRCw_Em_disgust,NRCw_Em_sadness",False,,ADJ,813,817.0,fat
818,,punct,818,",",,False,,PUNCT,813,,","
819,,mark,819,though,,False,,ADP,813,,though
820,,nsubj,820,-PRON-,,False,,PRON,813,821.0,I
821,I,advcl,821,be,,False,,VERB,813,,was
822,,prep,822,at,,False,,ADP,813,,at
823,,det,823,that,,False,,DET,813,,that
824,,pobj,824,time,NRCw_Em_anticipation,False,,NOUN,813,825.0,time
825,,acomp,825,undersize,NRCw_Em_negative,False,,VERB,813,825.0,undersized
826,,prep,826,for,,False,,ADP,813,,for
827,,pobj,827,-PRON-,,False,,NOUN,813,,my years
828,,punct,828,",",,False,,PUNCT,813,,","
829,,cc,829,and,,False,,CCONJ,813,,and
830,,neg,830,not,,False,,ADV,813,,not
831,,conj,831,strong,,True,,ADJ,813,,strong
832,,punct,832,.,,False,,PUNCT,813,,.
833,,,833,"
",,False,,SPACE,813,,"
"
834,,ROOT,834,"""",,False,,PUNCT,834,,""""
835,,ccomp,835,darn,,False,,VERB,835,,Darn
836,,dobj,836,-PRON-,,False,,PRON,835,835.0,me
837,,mark,837,if,,False,,ADP,835,,if
838,,nsubj,838,-PRON-,,False,,PRON,835,841.0,I
839,,aux,839,could,,False,,AUX,835,,could
840,,neg,840,not,,False,,ADV,835,,n't
841,I,advcl,841,eat,NRCw_Em_positive,True,em,VERB,835,841.0,eat
842,,dobj,842,-PRON-,,False,,PRON,835,841.0,em
843,,punct,843,",",,False,,PUNCT,835,,","
844,,punct,844,"""",,False,,PUNCT,835,,""""
845,,ROOT,845,say,,False,,VERB,835,,said
846,,det,846,the,,False,,DET,835,,the
847,,nsubj,847,man,,False,,NOUN,835,,man
848,,punct,848,",",,False,,PUNCT,835,,","
849,,prep,849,with,,False,,ADP,835,,with
850,,det,850,a,,False,,DET,835,,a
851,,amod,851,threatening,"NRCw_Em_negative,NRCw_Em_disgust,NRCw_Em_anger,NRCw_Em_fear",False,,ADJ,835,847.0,threatening
852,,pobj,852,shake,,False,,NOUN,835,,shake
853,,prep,853,of,,False,,ADP,835,,of
854,,pobj,854,-PRON-,,False,,NOUN,835,,his head
855,,punct,855,",",,False,,PUNCT,835,,","
856,,punct,856,"""",,False,,PUNCT,835,,""""
857,,cc,857,and,,False,,CCONJ,835,,and
858,,mark,858,if,,False,,ADP,858,,if
859,,nsubj,859,-PRON-,,False,,PRON,858,860.0,I
860,I,ROOT,860,han't,,False,,VERB,858,,han't
861,,predet,861,half,,False,,DET,858,,half
862,,det,862,a,,False,,DET,858,,a
863,,dobj,863,mind,,False,,NOUN,858,,mind
864,,npadvmod,864,to't,,False,,NUM,858,,to't
865,,punct,865,!,,False,,PUNCT,858,,!
866,,ROOT,866,"""",,False,,PUNCT,866,,""""
867,,,867,"
",,False,,SPACE,866,,"
"
868,,nsubj,868,-PRON-,,False,,PRON,868,870.0,I
869,,advmod,869,earnestly,NRCw_Em_positive,False,,ADV,868,869.0,earnestly
870,I,ccomp,870,express,,False,,VERB,868,,expressed
871,,dobj,871,-PRON-,,False,,NOUN,868,,my hope
872,,mark,872,that,,False,,ADP,868,,that
873,,nsubj,873,-PRON-,,False,,PRON,868,874.0,he
874,he,acl,874,would,,True,,AUX,868,,would
875,,neg,875,not,,False,,ADV,868,,n't
876,,punct,876,",",,False,,PUNCT,868,,","
877,,cc,877,and,,False,,CCONJ,868,,and
878,,conj,878,hold,,False,,VERB,868,,held
879,,advmod,879,tight,,False,,ADJ,868,,tighter
880,,prep,880,to,,False,,ADP,868,,to
881,,det,881,the,,False,,DET,868,,the
882,,pobj,882,tombstone,,False,,NOUN,868,,tombstone
883,,prep,883,on,,False,,ADP,868,,on
884,,pobj,884,which,,False,,DET,868,,which
885,,nsubj,885,-PRON-,,False,,PRON,868,887.0,he
886,,aux,886,have,,False,,VERB,868,,had
887,he,relcl,887,put,,False,,VERB,868,,put
888,,dobj,888,-PRON-,,False,,PRON,868,887.0,me
889,,punct,889,;,,False,,PUNCT,868,,;
890,,advmod,890,partly,,False,,ADV,868,,partly
891,,punct,891,",",,False,,PUNCT,868,,","
892,,aux,892,to,,False,,PART,868,,to
893,,ccomp,893,keep,,False,,VERB,868,,keep
894,,dobj,894,-PRON-,,False,,PRON,868,893.0,myself
895,,prep,895,upon,,False,,ADP,868,,upon
896,,pobj,896,-PRON-,,False,,PRON,868,,it
897,,punct,897,;,,False,,PUNCT,868,,;
898,,advmod,898,partly,,False,,ADV,868,,partly
899,,punct,899,",",,False,,PUNCT,868,,","
900,,aux,900,to,,False,,PART,868,,to
901,,ROOT,901,keep,,False,,VERB,868,,keep
902,,dobj,902,-PRON-,,False,,PRON,868,901.0,myself
903,,prep,903,from,,False,,ADP,868,,from
904,,pcomp,904,cry,"NRCw_Em_negative,NRCw_Em_sadness",False,,VERB,868,904.0,crying
905,,punct,905,.,,False,,PUNCT,868,,.
906,,,906,"
",,False,,SPACE,868,,"
"
907,,punct,907,"""",,False,,PUNCT,907,,""""
908,,advmod,908,now,,False,,ADV,907,,Now
909,,ccomp,909,lookee,,False,,ADP,907,,lookee
910,,advmod,910,here,,False,,ADV,907,,here
911,,punct,911,!,,False,,PUNCT,907,,!
912,,punct,912,"""",,False,,PUNCT,907,,""""
913,I,ROOT,913,say,,False,,VERB,907,,said
914,,det,914,the,,False,,DET,907,,the
915,,nsubj,915,man,,False,,NOUN,907,913.0,man
916,,punct,916,.,,False,,PUNCT,907,,.
917,,ROOT,917,"""",,False,,PUNCT,917,,""""
918,,advmod,918,where,,False,,ADV,918,,Where
919,,ROOT,919,be,,False,,VERB,918,,'s
920,,nsubj,920,-PRON-,,False,,NOUN,918,,your mother
921,,punct,921,?,,False,,PUNCT,918,,?
922,,punct,922,"""",,False,,PUNCT,918,,""""
923,,,923,"
",,False,,SPACE,918,,"
"
924,,ROOT,924,"""",,False,,PUNCT,924,,""""
925,,advmod,925,there,,False,,ADV,925,,There
926,,punct,926,",",,False,,PUNCT,925,,","
927,,npadvmod,927,sir,"NRCw_Em_trust,NRCw_Em_positive",False,,NOUN,925,927.0,sir
928,,punct,928,!,,False,,PUNCT,925,,!
929,,punct,929,"""",,False,,PUNCT,925,,""""
930,,ROOT,930,say,,False,,VERB,925,,said
931,,nsubj,931,i.,,False,,NOUN,925,,"I.
"
932,,nsubj,932,-PRON-,,False,,PRON,925,933.0,He
933,sir,ccomp,933,start,NRCw_Em_anticipation,False,,VERB,925,933.0,started
934,,punct,934,",",,False,,PUNCT,925,,","
935,,conj,935,make,,False,,VERB,925,,made
936,,det,936,a,,False,,DET,925,,a
937,,amod,937,short,,False,,ADJ,925,,short
938,,dobj,938,run,,False,,NOUN,925,,run
939,,punct,939,",",,False,,PUNCT,925,,","
940,,cc,940,and,,False,,CCONJ,925,,and
941,,conj,941,stop,,False,,VERB,925,,stopped
942,,cc,942,and,,False,,CCONJ,925,,and
943,,conj,943,look,,False,,VERB,925,,looked
944,,prep,944,over,,False,,ADP,925,,over
945,,pobj,945,-PRON-,,False,,NOUN,925,,his shoulder
946,,punct,946,.,,False,,PUNCT,925,,.
947,,,947,"
",,False,,SPACE,925,,"
"
948,,ROOT,948,"""",,False,,PUNCT,948,,""""
949,,advmod,949,there,,False,,ADV,949,,There
950,,punct,950,",",,False,,PUNCT,949,,","
951,,npadvmod,951,sir,"NRCw_Em_trust,NRCw_Em_positive",False,,NOUN,949,951.0,sir
952,,punct,952,!,,False,,PUNCT,949,,!
953,,punct,953,"""",,False,,PUNCT,949,,""""
954,,nsubj,954,-PRON-,,False,,PRON,949,956.0,I
955,,advmod,955,timidly,,False,,ADV,949,,timidly
956,I,ROOT,956,explain,"NRCw_Em_trust,NRCw_Em_positive",False,,VERB,949,956.0,explained
957,,punct,957,.,,False,,PUNCT,949,,.
958,,ROOT,958,"""",,False,,PUNCT,958,,""""
959,,advmod,959,also,,False,,ADV,959,,Also
960,,ROOT,960,Georgiana,,False,,PROPN,959,,Georgiana
961,,punct,961,.,,False,,PUNCT,959,,.
962,,nsubj,962,that,,False,,DET,962,,That
963,,ROOT,963,be,,False,,VERB,962,,'s
964,,attr,964,-PRON-,,False,,NOUN,962,,my mother
965,,punct,965,.,,False,,PUNCT,962,,.
