,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,driver,fellow,his own,justice,wallace,watson
296,,,,27657,40,0.39429728571269596,Category,,,,,,Feature,,,,,,,Subject,,,,,,
297,,,,27647,50,0.4374449631416119,Category,,,,,,Feature,,,,,,,Subject,,,,,,
298,,,,27637,60,0.4722027421030375,Category,,,,,,Feature,,,,,,,Subject,,,,,,
299,,,,27627,70,0.48562709182747,Category,,,,,,Feature,,,,,,,Subject,,,,,,
300,,,,27696,1,0.01905496428495366,Category,,,,,,,Feature,,,,,,Subject,,,,,,
301,,,,27692,5,0.09204805095106038,Category,,,,,,,Feature,,,,,,Subject,,,,,,
302,,,,27687,10,0.1792074585702836,Category,,,,,,,Feature,,,,,,Subject,,,,,,
303,,,,27682,15,0.26388603860511334,Category,,,,,,,Feature,,,,,,Subject,,,,,,
304,,,,27677,20,0.3457230084840434,Category,,,,,,,Feature,,,,,,Subject,,,,,,
305,,,,27667,30,0.5013600792082749,Category,,,,,,,Feature,,,,,,Subject,,,,,,
306,,,,27657,40,0.5729802201283067,Category,,,,,,,Feature,,,,,,Subject,,,,,,
307,,,,27647,50,0.6183412950923585,Category,,,,,,,Feature,,,,,,Subject,,,,,,
308,,,,27637,60,0.6558146372558564,Category,,,,,,,Feature,,,,,,Subject,,,,,,
309,,,,27627,70,0.6708469655242141,Category,,,,,,,Feature,,,,,,Subject,,,,,,
310,,,,27696,1,0.010430727844077194,Category,,,,,,,,Feature,,,,,Subject,,,,,,
311,,,,27692,5,0.05177730345610484,Category,,,,,,,,Feature,,,,,Subject,,,,,,
312,,,,27687,10,0.10157332832012708,Category,,,,,,,,Feature,,,,,Subject,,,,,,
313,,,,27682,15,0.15043468354447434,Category,,,,,,,,Feature,,,,,Subject,,,,,,
314,,,,27677,20,0.19819755969079716,Category,,,,,,,,Feature,,,,,Subject,,,,,,
315,,,,27667,30,0.29010595640382225,Category,,,,,,,,Feature,,,,,Subject,,,,,,
316,,,,27657,40,0.34708477919814557,Category,,,,,,,,Feature,,,,,Subject,,,,,,
317,,,,27647,50,0.3861826542146052,Category,,,,,,,,Feature,,,,,Subject,,,,,,
318,,,,27637,60,0.42196809082583847,Category,,,,,,,,Feature,,,,,Subject,,,,,,
319,,,,27627,70,0.43587964313389754,Category,,,,,,,,Feature,,,,,Subject,,,,,,
320,,,,27696,1,0.013291068249509506,Category,,,,,,,,,Feature,,,,Subject,,,,,,
321,,,,27692,5,0.06613214113328507,Category,,,,,,,,,Feature,,,,Subject,,,,,,
322,,,,27687,10,0.12996907761599594,Category,,,,,,,,,Feature,,,,Subject,,,,,,
323,,,,27682,15,0.19277143131672209,Category,,,,,,,,,Feature,,,,Subject,,,,,,
324,,,,27677,20,0.2529996640893235,Category,,,,,,,,,Feature,,,,Subject,,,,,,
325,,,,27667,30,0.3652384306003896,Category,,,,,,,,,Feature,,,,Subject,,,,,,
326,,,,27657,40,0.42221219549620664,Category,,,,,,,,,Feature,,,,Subject,,,,,,
327,,,,27647,50,0.4599761752400522,Category,,,,,,,,,Feature,,,,Subject,,,,,,
328,,,,27637,60,0.49891727891730464,Category,,,,,,,,,Feature,,,,Subject,,,,,,
329,,,,27627,70,0.5140746054051641,Category,,,,,,,,,Feature,,,,Subject,,,,,,
330,,,,27696,1,0.02482444318961159,Category,,,,,,,,,,Feature,,,Subject,,,,,,
331,,,,27692,5,0.11788604031403031,Category,,,,,,,,,,Feature,,,Subject,,,,,,
332,,,,27687,10,0.2271918591105225,Category,,,,,,,,,,Feature,,,Subject,,,,,,
333,,,,27682,15,0.3322317375356709,Category,,,,,,,,,,Feature,,,Subject,,,,,,
334,,,,27677,20,0.43271724598357575,Category,,,,,,,,,,Feature,,,Subject,,,,,,
335,,,,27667,30,0.6241793183328713,Category,,,,,,,,,,Feature,,,Subject,,,,,,
336,,,,27657,40,0.691352952390005,Category,,,,,,,,,,Feature,,,Subject,,,,,,
337,,,,27647,50,0.7307296370604514,Category,,,,,,,,,,Feature,,,Subject,,,,,,
338,,,,27637,60,0.7669532901461383,Category,,,,,,,,,,Feature,,,Subject,,,,,,
339,,,,27627,70,0.7828280238748694,Category,,,,,,,,,,Feature,,,Subject,,,,,,
340,,,,27696,1,0.09507307237136184,Category,,,,,,,,,,,Feature,,Subject,,,,,,
341,,,,27692,5,0.4164366311822747,Category,,,,,,,,,,,Feature,,Subject,,,,,,
342,,,,27687,10,0.7736457276796781,Category,,,,,,,,,,,Feature,,Subject,,,,,,
343,,,,27682,15,1.0866074724482349,Category,,,,,,,,,,,Feature,,Subject,,,,,,
344,,,,27677,20,1.3639882432503772,Category,,,,,,,,,,,Feature,,Subject,,,,,,
345,,,,27667,30,1.8387800609305895,Category,,,,,,,,,,,Feature,,Subject,,,,,,
346,,,,27657,40,1.6711968599433176,Category,,,,,,,,,,,Feature,,Subject,,,,,,
347,,,,27647,50,1.6125818544377937,Category,,,,,,,,,,,Feature,,Subject,,,,,,
348,,,,27637,60,1.5993455623944421,Category,,,,,,,,,,,Feature,,Subject,,,,,,
349,,,,27627,70,1.597698213741138,Category,,,,,,,,,,,Feature,,Subject,,,,,,
350,,,,27696,1,0.27793168959200626,,Feature,,,,,,,,,,,Category,Subject,,,,,,
351,,,,27692,5,1.3856959030119964,,Feature,,,,,,,,,,,Category,Subject,,,,,,
352,,,,27687,10,2.7554394867045753,,Feature,,,,,,,,,,,Category,Subject,,,,,,
353,,,,27682,15,4.092920005791888,,Feature,,,,,,,,,,,Category,Subject,,,,,,
354,,,,27677,20,5.36976574634459,,Feature,,,,,,,,,,,Category,Subject,,,,,,
355,,,,27667,30,7.656183333602006,,Feature,,,,,,,,,,,Category,Subject,,,,,,
356,,,,27657,40,5.898658998120792,,Feature,,,,,,,,,,,Category,Subject,,,,,,
357,,,,27647,50,4.1463057916227894,,Feature,,,,,,,,,,,Category,Subject,,,,,,
358,,,,27637,60,2.9037854666497314,,Feature,,,,,,,,,,,Category,Subject,,,,,,
359,,,,27627,70,2.532975753134286,,Feature,,,,,,,,,,,Category,Subject,,,,,,
360,,,,27696,1,0.3677104773985871,,,Feature,,,,,,,,,,Category,Subject,,,,,,
361,,,,27692,5,1.8379094769809963,,,Feature,,,,,,,,,,Category,Subject,,,,,,
362,,,,27687,10,3.66530416496544,,,Feature,,,,,,,,,,Category,Subject,,,,,,
363,,,,27682,15,5.442064711058305,,,Feature,,,,,,,,,,Category,Subject,,,,,,
364,,,,27677,20,7.125042037137818,,,Feature,,,,,,,,,,Category,Subject,,,,,,
365,,,,27667,30,10.002554525206493,,,Feature,,,,,,,,,,Category,Subject,,,,,,
366,,,,27657,40,6.204458072339026,,,Feature,,,,,,,,,,Category,Subject,,,,,,
367,,,,27647,50,3.276255323461955,,,Feature,,,,,,,,,,Category,Subject,,,,,,
368,,,,27637,60,1.669757263926321,,,Feature,,,,,,,,,,Category,Subject,,,,,,
369,,,,27627,70,1.2697925459098893,,,Feature,,,,,,,,,,Category,Subject,,,,,,
370,,,,27696,1,0.7990377293186847,,,,Feature,,,,,,,,,Category,Subject,,,,,,
371,,,,27692,5,3.9851897292961325,,,,Feature,,,,,,,,,Category,Subject,,,,,,
372,,,,27687,10,7.9376562597855465,,,,Feature,,,,,,,,,Category,Subject,,,,,,
373,,,,27682,15,11.45323649100854,,,,Feature,,,,,,,,,Category,Subject,,,,,,
374,,,,27677,20,13.578773797878437,,,,Feature,,,,,,,,,Category,Subject,,,,,,
375,,,,27667,30,14.665729169998412,,,,Feature,,,,,,,,,Category,Subject,,,,,,
376,,,,27657,40,1.8398706524572832,,,,Feature,,,,,,,,,Category,Subject,,,,,,
377,,,,27647,50,0.2700221568030662,,,,Feature,,,,,,,,,Category,Subject,,,,,,
378,,,,27637,60,0.050394380137083854,,,,Feature,,,,,,,,,Category,Subject,,,,,,
379,,,,27627,70,0.026965761436767897,,,,Feature,,,,,,,,,Category,Subject,,,,,,
380,,,,27696,1,0.18766935011287827,,,,,Feature,,,,,,,,Category,Subject,,,,,,
381,,,,27692,5,0.9365557453039863,,,,,Feature,,,,,,,,Category,Subject,,,,,,
382,,,,27687,10,1.8656656633934072,,,,,Feature,,,,,,,,Category,Subject,,,,,,
383,,,,27682,15,2.7802287145306956,,,,,Feature,,,,,,,,Category,Subject,,,,,,
384,,,,27677,20,3.672237007871576,,,,,Feature,,,,,,,,Category,Subject,,,,,,
385,,,,27667,30,5.3475197278351665,,,,,Feature,,,,,,,,Category,Subject,,,,,,
386,,,,27657,40,4.888129575783915,,,,,Feature,,,,,,,,Category,Subject,,,,,,
387,,,,27647,50,4.035635266816556,,,,,Feature,,,,,,,,Category,Subject,,,,,,
388,,,,27637,60,3.3431934509199213,,,,,Feature,,,,,,,,Category,Subject,,,,,,
389,,,,27627,70,3.1149389170213766,,,,,Feature,,,,,,,,Category,Subject,,,,,,
390,,,,27696,1,0.9509345477516644,,,,,,Feature,,,,,,,Category,Subject,,,,,,
391,,,,27692,5,4.737054702253646,,,,,,Feature,,,,,,,Category,Subject,,,,,,
392,,,,27687,10,9.433392722574323,,,,,,Feature,,,,,,,Category,Subject,,,,,,
393,,,,27682,15,13.348830830020677,,,,,,Feature,,,,,,,Category,Subject,,,,,,
394,,,,27677,20,14.566648249650617,,,,,,Feature,,,,,,,Category,Subject,,,,,,
395,,,,27667,30,14.749454026053945,,,,,,Feature,,,,,,,Category,Subject,,,,,,
396,,,,27657,40,0.6080704189031592,,,,,,Feature,,,,,,,Category,Subject,,,,,,
397,,,,27647,50,0.045692063475999516,,,,,,Feature,,,,,,,Category,Subject,,,,,,
398,,,,27637,60,0.007032613605721514,,,,,,Feature,,,,,,,Category,Subject,,,,,,
399,,,,27627,70,0.0023450076930077997,,,,,,Feature,,,,,,,Category,Subject,,,,,,
400,,,,27696,1,0.355774130189287,,,,,,,Feature,,,,,,Category,Subject,,,,,,
401,,,,27692,5,1.776933243369003,,,,,,,Feature,,,,,,Category,Subject,,,,,,
402,,,,27687,10,3.5384004621345113,,,,,,,Feature,,,,,,Category,Subject,,,,,,
403,,,,27682,15,5.250998046662071,,,,,,,Feature,,,,,,Category,Subject,,,,,,
404,,,,27677,20,6.8472808066816535,,,,,,,Feature,,,,,,Category,Subject,,,,,,
405,,,,27667,30,9.532178492419563,,,,,,,Feature,,,,,,Category,Subject,,,,,,
406,,,,27657,40,6.144306649731692,,,,,,,Feature,,,,,,Category,Subject,,,,,,
407,,,,27647,50,3.6142938903607846,,,,,,,Feature,,,,,,Category,Subject,,,,,,
408,,,,27637,60,2.071085072939126,,,,,,,Feature,,,,,,Category,Subject,,,,,,
409,,,,27627,70,1.6730922403441286,,,,,,,Feature,,,,,,Category,Subject,,,,,,
410,,,,27696,1,0.299623788718887,,,,,,,,Feature,,,,,Category,Subject,,,,,,
411,,,,27692,5,1.4949022127721034,,,,,,,,Feature,,,,,Category,Subject,,,,,,
412,,,,27687,10,2.979002349588179,,,,,,,,Feature,,,,,Category,Subject,,,,,,
413,,,,27682,15,4.4266474396197335,,,,,,,,Feature,,,,,Category,Subject,,,,,,
414,,,,27677,20,5.807989013763796,,,,,,,,Feature,,,,,Category,Subject,,,,,,
415,,,,27667,30,8.261595845657844,,,,,,,,Feature,,,,,Category,Subject,,,,,,
416,,,,27657,40,6.031270421311878,,,,,,,,Feature,,,,,Category,Subject,,,,,,
417,,,,27647,50,3.9558936115369927,,,,,,,,Feature,,,,,Category,Subject,,,,,,
418,,,,27637,60,2.5518913692705127,,,,,,,,Feature,,,,,Category,Subject,,,,,,
419,,,,27627,70,2.1566223437453127,,,,,,,,Feature,,,,,Category,Subject,,,,,,
420,,,,27696,1,0.3205611705613037,,,,,,,,,Feature,,,,Category,Subject,,,,,,
421,,,,27692,5,1.5980779395382085,,,,,,,,,Feature,,,,Category,Subject,,,,,,
422,,,,27687,10,3.179669581599848,,,,,,,,,Feature,,,,Category,Subject,,,,,,
423,,,,27682,15,4.714281107690903,,,,,,,,,Feature,,,,Category,Subject,,,,,,
424,,,,27677,20,6.165287915747374,,,,,,,,,Feature,,,,Category,Subject,,,,,,
425,,,,27667,30,8.681780968791136,,,,,,,,,Feature,,,,Category,Subject,,,,,,
426,,,,27657,40,6.054925095850847,,,,,,,,,Feature,,,,Category,Subject,,,,,,
427,,,,27647,50,3.9656314965491704,,,,,,,,,Feature,,,,Category,Subject,,,,,,
428,,,,27637,60,2.6221564644486297,,,,,,,,,Feature,,,,Category,Subject,,,,,,
429,,,,27627,70,2.2366345398561003,,,,,,,,,Feature,,,,Category,Subject,,,,,,
430,,,,27696,1,0.24922859931890437,,,,,,,,,,Feature,,,Category,Subject,,,,,,
431,,,,27692,5,1.2448835941978622,,,,,,,,,,Feature,,,Category,Subject,,,,,,
432,,,,27687,10,2.483396122449824,,,,,,,,,,Feature,,,Category,Subject,,,,,,
433,,,,27682,15,3.704245224085675,,,,,,,,,,Feature,,,Category,Subject,,,,,,
434,,,,27677,20,4.886439085713639,,,,,,,,,,Feature,,,Category,Subject,,,,,,
435,,,,27667,30,7.0612989373421575,,,,,,,,,,Feature,,,Category,Subject,,,,,,
436,,,,27657,40,5.748202681859625,,,,,,,,,,Feature,,,Category,Subject,,,,,,
437,,,,27647,50,4.203540328721407,,,,,,,,,,Feature,,,Category,Subject,,,,,,
438,,,,27637,60,3.064807404837625,,,,,,,,,,Feature,,,Category,Subject,,,,,,
439,,,,27627,70,2.7003969176523337,,,,,,,,,,Feature,,,Category,Subject,,,,,,
440,,,,27696,1,0.4225005828581778,,,,,,,,,,,Feature,,Category,Subject,,,,,,
441,,,,27692,5,2.1096075269930066,,,,,,,,,,,Feature,,Category,Subject,,,,,,
442,,,,27687,10,4.2042199140559235,,,,,,,,,,,Feature,,Category,Subject,,,,,,
443,,,,27682,15,6.227490506046048,,,,,,,,,,,Feature,,Category,Subject,,,,,,
444,,,,27677,20,8.077480929341906,,,,,,,,,,,Feature,,Category,Subject,,,,,,
445,,,,27667,30,11.033732235555624,,,,,,,,,,,Feature,,Category,Subject,,,,,,
446,,,,27657,40,5.982953441761818,,,,,,,,,,,Feature,,Category,Subject,,,,,,
447,,,,27647,50,2.9077876853253617,,,,,,,,,,,Feature,,Category,Subject,,,,,,
448,,,,27637,60,1.3829744102887387,,,,,,,,,,,Feature,,Category,Subject,,,,,,
449,,,,27627,70,1.02302620200969,,,,,,,,,,,Feature,,Category,Subject,,,,,,
450,,,,27696,1,0.9738228069134703,,,,,,,,,,,,Feature,Category,Subject,,,,,,
451,,,,27692,5,4.842516295395322,,,,,,,,,,,,Feature,Category,Subject,,,,,,
452,,,,27687,10,9.636903951871743,,,,,,,,,,,,Feature,Category,Subject,,,,,,
453,,,,27682,15,13.600673595317678,,,,,,,,,,,,Feature,Category,Subject,,,,,,
454,,,,27677,20,14.628385572778644,,,,,,,,,,,,Feature,Category,Subject,,,,,,
455,,,,27667,30,14.753899528582592,,,,,,,,,,,,Feature,Category,Subject,,,,,,
456,,,,27657,40,0.5140730695282585,,,,,,,,,,,,Feature,Category,Subject,,,,,,
457,,,,27647,50,0.03632027027160132,,,,,,,,,,,,Feature,Category,Subject,,,,,,
458,,,,27637,60,0.0005860615240012413,,,,,,,,,,,,Feature,Category,Subject,,,,,,
459,,,,27627,70,0.0,,,,,,,,,,,,Feature,Category,Subject,,,,,,
460,,Category,Feature,27696,1,0.9509345477516644,,,,,,,,,,,,,,,Subject,,,,,
461,,Category,Feature,27692,5,4.737054702253646,,,,,,,,,,,,,,,Subject,,,,,
462,,Category,Feature,27687,10,9.433392722574323,,,,,,,,,,,,,,,Subject,,,,,
463,,Category,Feature,27682,15,13.348830830020677,,,,,,,,,,,,,,,Subject,,,,,
464,,Category,Feature,27677,20,14.566648249650617,,,,,,,,,,,,,,,Subject,,,,,
465,,Category,Feature,27667,30,14.749454026053945,,,,,,,,,,,,,,,Subject,,,,,
466,,Category,Feature,27657,40,0.6080704189031592,,,,,,,,,,,,,,,Subject,,,,,
467,,Category,Feature,27647,50,0.045692063475999516,,,,,,,,,,,,,,,Subject,,,,,
468,,Category,Feature,27637,60,0.007032613605721514,,,,,,,,,,,,,,,Subject,,,,,
469,,Category,Feature,27627,70,0.0023450076930077997,,,,,,,,,,,,,,,Subject,,,,,
470,,,,27696,1,0.008199075272091657,Category,Feature,,,,,,,,,,,,,Subject,,,,,
471,,,,27692,5,0.03923183901139161,Category,Feature,,,,,,,,,,,,,Subject,,,,,
472,,,,27687,10,0.07445005786506814,Category,Feature,,,,,,,,,,,,,Subject,,,,,
473,,,,27682,15,0.10576939631940337,Category,Feature,,,,,,,,,,,,,Subject,,,,,
474,,,,27677,20,0.13130437239598922,Category,Feature,,,,,,,,,,,,,Subject,,,,,
475,,,,27667,30,0.1744503351721947,Category,Feature,,,,,,,,,,,,,Subject,,,,,
476,,,,27657,40,0.17529195588900587,Category,Feature,,,,,,,,,,,,,Subject,,,,,
477,,,,27647,50,0.17195147269561928,Category,Feature,,,,,,,,,,,,,Subject,,,,,
478,,,,27637,60,0.17197850799245357,Category,Feature,,,,,,,,,,,,,Subject,,,,,
479,,,,27627,70,0.17395019652679508,Category,Feature,,,,,,,,,,,,,Subject,,,,,
480,,,,27696,1,0.299623788718887,Category,,Feature,,,,,,,,,,,,Subject,,,,,
481,,,,27692,5,1.4949022127721034,Category,,Feature,,,,,,,,,,,,Subject,,,,,
482,,,,27687,10,2.979002349588179,Category,,Feature,,,,,,,,,,,,Subject,,,,,
483,,,,27682,15,4.4266474396197335,Category,,Feature,,,,,,,,,,,,Subject,,,,,
484,,,,27677,20,5.807989013763796,Category,,Feature,,,,,,,,,,,,Subject,,,,,
485,,,,27667,30,8.261595845657844,Category,,Feature,,,,,,,,,,,,Subject,,,,,
486,,,,27657,40,6.031270421311878,Category,,Feature,,,,,,,,,,,,Subject,,,,,
487,,,,27647,50,3.9558936115369927,Category,,Feature,,,,,,,,,,,,Subject,,,,,
488,,,,27637,60,2.5518913692705127,Category,,Feature,,,,,,,,,,,,Subject,,,,,
489,,,,27627,70,2.1566223437453127,Category,,Feature,,,,,,,,,,,,Subject,,,,,
490,,,,27696,1,0.028222318640815383,Category,,,Feature,,,,,,,,,,,Subject,,,,,
491,,,,27692,5,0.1208987222821638,Category,,,Feature,,,,,,,,,,,Subject,,,,,
492,,,,27687,10,0.2052992894619012,Category,,,Feature,,,,,,,,,,,Subject,,,,,
493,,,,27682,15,0.2567079116251423,Category,,,Feature,,,,,,,,,,,Subject,,,,,
494,,,,27677,20,0.28909274012954816,Category,,,Feature,,,,,,,,,,,Subject,,,,,
495,,,,27667,30,0.3191849711180033,Category,,,Feature,,,,,,,,,,,Subject,,,,,
496,,,,27657,40,0.2117071684658461,Category,,,Feature,,,,,,,,,,,Subject,,,,,
497,,,,27647,50,0.17590608530479532,Category,,,Feature,,,,,,,,,,,Subject,,,,,
498,,,,27637,60,0.16547704139141964,Category,,,Feature,,,,,,,,,,,Subject,,,,,
499,,,,27627,70,0.16480695831612716,Category,,,Feature,,,,,,,,,,,Subject,,,,,
500,,,,27696,1,0.00586694782610885,Category,,,,Feature,,,,,,,,,,Subject,,,,,
501,,,,27692,5,0.028225842025718068,Category,,,,Feature,,,,,,,,,,Subject,,,,,
502,,,,27687,10,0.055265250461596,Category,,,,Feature,,,,,,,,,,Subject,,,,,
503,,,,27682,15,0.07981285627646219,Category,,,,Feature,,,,,,,,,,Subject,,,,,
504,,,,27677,20,0.10005804532018545,Category,,,,Feature,,,,,,,,,,Subject,,,,,
505,,,,27667,30,0.13715231047996168,Category,,,,Feature,,,,,,,,,,Subject,,,,,
506,,,,27657,40,0.15058180339028462,Category,,,,Feature,,,,,,,,,,Subject,,,,,
507,,,,27647,50,0.1591946384865472,Category,,,,Feature,,,,,,,,,,Subject,,,,,
508,,,,27637,60,0.16564948626601197,Category,,,,Feature,,,,,,,,,,Subject,,,,,
509,,,,27627,70,0.1677983861362743,Category,,,,Feature,,,,,,,,,,Subject,,,,,
510,,,,27696,1,0.24922859931890437,Category,,,,,Feature,,,,,,,,,Subject,,,,,
511,,,,27692,5,1.2448835941978622,Category,,,,,Feature,,,,,,,,,Subject,,,,,
512,,,,27687,10,2.483396122449824,Category,,,,,Feature,,,,,,,,,Subject,,,,,
513,,,,27682,15,3.704245224085675,Category,,,,,Feature,,,,,,,,,Subject,,,,,
514,,,,27677,20,4.886439085713639,Category,,,,,Feature,,,,,,,,,Subject,,,,,
515,,,,27667,30,7.0612989373421575,Category,,,,,Feature,,,,,,,,,Subject,,,,,
516,,,,27657,40,5.748202681859625,Category,,,,,Feature,,,,,,,,,Subject,,,,,
517,,,,27647,50,4.203540328721407,Category,,,,,Feature,,,,,,,,,Subject,,,,,
518,,,,27637,60,3.064807404837625,Category,,,,,Feature,,,,,,,,,Subject,,,,,
519,,,,27627,70,2.7003969176523337,Category,,,,,Feature,,,,,,,,,Subject,,,,,
520,,,,27696,1,0.01079481392894261,Category,,,,,,Feature,,,,,,,,Subject,,,,,
521,,,,27692,5,0.050577785243930445,Category,,,,,,Feature,,,,,,,,Subject,,,,,
522,,,,27687,10,0.09558391982540385,Category,,,,,,Feature,,,,,,,,Subject,,,,,
523,,,,27682,15,0.13519425524883505,Category,,,,,,Feature,,,,,,,,Subject,,,,,
524,,,,27677,20,0.16780066969761306,Category,,,,,,Feature,,,,,,,,Subject,,,,,
525,,,,27667,30,0.22067537474117369,Category,,,,,,Feature,,,,,,,,Subject,,,,,
526,,,,27657,40,0.20907762770988836,Category,,,,,,Feature,,,,,,,,Subject,,,,,
527,,,,27647,50,0.1923005991100173,Category,,,,,,Feature,,,,,,,,Subject,,,,,
528,,,,27637,60,0.1791943049645378,Category,,,,,,Feature,,,,,,,,Subject,,,,,
529,,,,27627,70,0.17857701662943323,Category,,,,,,Feature,,,,,,,,Subject,,,,,
530,,,,27696,1,0.0042341612706007425,Category,,,,,,,Feature,,,,,,,Subject,,,,,
531,,,,27692,5,0.018544253434196363,Category,,,,,,,Feature,,,,,,,Subject,,,,,
532,,,,27687,10,0.036221187389553204,Category,,,,,,,Feature,,,,,,,Subject,,,,,
533,,,,27682,15,0.053615775682078114,Category,,,,,,,Feature,,,,,,,Subject,,,,,
534,,,,27677,20,0.06907899113498116,Category,,,,,,,Feature,,,,,,,Subject,,,,,
535,,,,27667,30,0.0997121897027046,Category,,,,,,,Feature,,,,,,,Subject,,,,,
536,,,,27657,40,0.11610509698889526,Category,,,,,,,Feature,,,,,,,Subject,,,,,
537,,,,27647,50,0.12190411153548662,Category,,,,,,,Feature,,,,,,,Subject,,,,,
538,,,,27637,60,0.11957793777693136,Category,,,,,,,Feature,,,,,,,Subject,,,,,
539,,,,27627,70,0.11911445612710816,Category,,,,,,,Feature,,,,,,,Subject,,,,,
540,,,,27696,1,0.01187532878201516,Category,,,,,,,,Feature,,,,,,Subject,,,,,
541,,,,27692,5,0.05813912162329599,Category,,,,,,,,Feature,,,,,,Subject,,,,,
542,,,,27687,10,0.11369925432268886,Category,,,,,,,,Feature,,,,,,Subject,,,,,
543,,,,27682,15,0.1686247177150821,Category,,,,,,,,Feature,,,,,,Subject,,,,,
544,,,,27677,20,0.2224092210517343,Category,,,,,,,,Feature,,,,,,Subject,,,,,
545,,,,27667,30,0.3289171786995187,Category,,,,,,,,Feature,,,,,,Subject,,,,,
546,,,,27657,40,0.39429728571269596,Category,,,,,,,,Feature,,,,,,Subject,,,,,
547,,,,27647,50,0.4374449631416119,Category,,,,,,,,Feature,,,,,,Subject,,,,,
548,,,,27637,60,0.4722027421030375,Category,,,,,,,,Feature,,,,,,Subject,,,,,
549,,,,27627,70,0.48562709182747,Category,,,,,,,,Feature,,,,,,Subject,,,,,
550,,,,27696,1,0.0042341612706007425,Category,,,,,,,,,Feature,,,,,Subject,,,,,
551,,,,27692,5,0.020914204142205295,Category,,,,,,,,,Feature,,,,,Subject,,,,,
552,,,,27687,10,0.040787400867208105,Category,,,,,,,,,Feature,,,,,Subject,,,,,
553,,,,27682,15,0.06010283327099202,Category,,,,,,,,,Feature,,,,,Subject,,,,,
554,,,,27677,20,0.07544478087440978,Category,,,,,,,,,Feature,,,,,Subject,,,,,
555,,,,27667,30,0.10031919325426691,Category,,,,,,,,,Feature,,,,,Subject,,,,,
556,,,,27657,40,0.10892086914335788,Category,,,,,,,,,Feature,,,,,Subject,,,,,
557,,,,27647,50,0.11156315729746466,Category,,,,,,,,,Feature,,,,,Subject,,,,,
558,,,,27637,60,0.11760705930441614,Category,,,,,,,,,Feature,,,,,Subject,,,,,
559,,,,27627,70,0.1197884637231254,Category,,,,,,,,,Feature,,,,,Subject,,,,,
560,,,,27696,1,0.008952615227654073,Category,,,,,,,,,,Feature,,,,Subject,,,,,
561,,,,27692,5,0.040105760949814794,Category,,,,,,,,,,Feature,,,,Subject,,,,,
562,,,,27687,10,0.07572856872164963,Category,,,,,,,,,,Feature,,,,Subject,,,,,
563,,,,27682,15,0.11032845852010408,Category,,,,,,,,,,Feature,,,,Subject,,,,,
564,,,,27677,20,0.14290038316890852,Category,,,,,,,,,,Feature,,,,Subject,,,,,
565,,,,27667,30,0.20086710049149611,Category,,,,,,,,,,Feature,,,,Subject,,,,,
566,,,,27657,40,0.21810792224911646,Category,,,,,,,,,,Feature,,,,Subject,,,,,
567,,,,27647,50,0.21273436828250775,Category,,,,,,,,,,Feature,,,,Subject,,,,,
568,,,,27637,60,0.20216991873600282,Category,,,,,,,,,,Feature,,,,Subject,,,,,
569,,,,27627,70,0.1951931144380745,Category,,,,,,,,,,Feature,,,,Subject,,,,,
570,,,,27696,1,0.04361989705531721,Category,,,,,,,,,,,Feature,,,Subject,,,,,
571,,,,27692,5,0.1706489412499199,Category,,,,,,,,,,,Feature,,,Subject,,,,,
572,,,,27687,10,0.2679634223828023,Category,,,,,,,,,,,Feature,,,Subject,,,,,
573,,,,27682,15,0.30919328529083195,Category,,,,,,,,,,,Feature,,,Subject,,,,,
574,,,,27677,20,0.3237283808080782,Category,,,,,,,,,,,Feature,,,Subject,,,,,
575,,,,27667,30,0.33107972147823955,Category,,,,,,,,,,,Feature,,,Subject,,,,,
576,,,,27657,40,0.17230871330869396,Category,,,,,,,,,,,Feature,,,Subject,,,,,
577,,,,27647,50,0.159986915271189,Category,,,,,,,,,,,Feature,,,Subject,,,,,
578,,,,27637,60,0.16205766724863432,Category,,,,,,,,,,,Feature,,,Subject,,,,,
579,,,,27627,70,0.1629121236974488,Category,,,,,,,,,,,Feature,,,Subject,,,,,
580,,,,27696,1,0.27808725757925723,,Feature,,,,,,,,,,,Category,,Subject,,,,,
581,,,,27692,5,1.3865352916855316,,Feature,,,,,,,,,,,Category,,Subject,,,,,
582,,,,27687,10,2.7568243678182425,,Feature,,,,,,,,,,,Category,,Subject,,,,,
583,,,,27682,15,4.095629825140886,,Feature,,,,,,,,,,,Category,,Subject,,,,,
584,,,,27677,20,5.3742557610414154,,Feature,,,,,,,,,,,Category,,Subject,,,,,
585,,,,27667,30,7.662683047777475,,Feature,,,,,,,,,,,Category,,Subject,,,,,
586,,,,27657,40,5.894085877067828,,Feature,,,,,,,,,,,Category,,Subject,,,,,
587,,,,27647,50,4.142840234290467,,Feature,,,,,,,,,,,Category,,Subject,,,,,
588,,,,27637,60,2.9021247537657078,,Feature,,,,,,,,,,,Category,,Subject,,,,,
589,,,,27627,70,2.5287236825682347,,Feature,,,,,,,,,,,Category,,Subject,,,,,
590,,,,27696,1,0.3705257102649495,,,Feature,,,,,,,,,,Category,,Subject,,,,,
591,,,,27692,5,1.8517695521941722,,,Feature,,,,,,,,,,Category,,Subject,,,,,
592,,,,27687,10,3.693112237162903,,,Feature,,,,,,,,,,Category,,Subject,,,,,
